Molecule Name,CDD Number,CXSMILES (CDD Compatible),SMILES,Batch Name,Batch Molecule-Batch ID,Canonical PostEra ID,suspected_SMILES,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Lower) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Upper) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Hill slope,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Curve class
CVD-0015972,"",O=C(CC1=CC(NCC2=C(Cl)C=CC=C2Cl)=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NCC2=C(Cl)C=CC=C2Cl)=C1,001,CVD-0015972-001,PCM-0222056,"ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NCC2=C(Cl)C=CC=C2Cl)=C1 |c:10,14,19,24,27,29,32,t:1,8,12,16|",2.71,2.52,2.92,0.967,2.1
CVD-0015971,"",CCOC1=CC=C(CNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=C1,CCOC1=CC=C(CNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=C1,001,CVD-0015971-001,PCM-0222057,"CCOC1=CC=C(CNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=C1 |c:18,22,27,30,33,t:3,5,9,16,20,24|",3.41,3.08,3.78,0.956,2.1
CVD-0015970,"",COC1=C(N2CCN(C3=CC(CC(=O)NC4=CN=CC5=CC=CC=C45)=CC(Cl)=C3)CC2)C=CC=C1,COC1=C(N2CCN(C3=CC(CC(=O)NC4=CN=CC5=CC=CC=C45)=CC(Cl)=C3)CC2)C=CC=C1,001,CVD-0015970-001,PCM-0222058,"COC1=C(C=CC=C1)N1CCN(CC1)C1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(Cl)=C1 |c:4,6,25,29,34,37,t:2,16,23,27,31|",2.98,2.80,3.17,1.05,2.1
CVD-0015969,"",O=C(CC1=CC(Cl)=CC(N2CCC(OC3=CC=CC=C3)CC2)=C1)NC1=CN=CC2=CC=CC=C12,ClC1=CC(N2CCC(OC3=CC=CC=C3)CC2)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1,001,CVD-0015969-001,PCM-0222059,"ClC1=CC(=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1)N1CCC(CC1)OC1=CC=CC=C1 |c:3,12,16,21,34,36,t:1,10,14,18,32|",1.73,1.58,1.90,1.09,2.1
CVD-0015968,"",O=C(CC1=CC(Cl)=CC(NC2=CC3=C(C=C2)OCCO3)=C1)NC1=CN=CC2=CC=CC=C12,ClC1=CC(NC2=CC3=C(OCCO3)C=C2)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1,001,CVD-0015968-001,PCM-0222060,"ClC1=CC(NC2=CC3=C(OCCO3)C=C2)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1 |c:14,16,25,29,34,t:1,5,7,23,27,31|",2.12,1.94,2.31,1.01,2.1
CVD-0015967,"",O=C(CC1=CC(Cl)=CC(N2CCN(C3=NC=CC=N3)CC2)=C1)NC1=CN=CC2=CC=CC=C12,ClC1=CC(N2CCN(C3=NC=CC=N3)CC2)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1,001,CVD-0015967-001,PCM-0222061,"ClC1=CC(=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1)N1CCN(CC1)C1=NC=CC=N1 |c:3,12,16,21,33,35,t:1,10,14,18,31|",2.52,2.25,2.83,0.975,2.1
CVD-0015966,"",COC1=CC(OC)=C(CNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=C1,COC1=CC(OC)=C(CNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=C1,001,CVD-0015966-001,PCM-0222062,"COC1=CC(OC)=C(CNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=C1 |c:19,23,28,31,34,t:2,6,10,17,21,25|",3.37,3.05,3.71,1.05,2.1
CVD-0015965,"",O=C(CC1=CC(Cl)=CC(NCCC2=CC=C(C(F)(F)F)C=C2)=C1)NC1=CN=CC2=CC=CC=C12,FC(F)(F)C1=CC=C(CCNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=C1,001,CVD-0015965-001,PCM-0222063,"FC(F)(F)C1=CC=C(CCNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=C1 |c:20,24,29,32,35,t:4,6,11,18,22,26|",5.57,4.68,6.62,1.07,2.1
CVD-0015964,"",O=C(CC1=CC(Cl)=CC(N2CCN(CC3=CC=C(C(F)(F)F)C=C3)CC2)=C1)NC1=CN=CC2=CC=CC=C12,FC(F)(F)C1=CC=C(CN2CCN(C3=CC(CC(=O)NC4=CN=CC5=CC=CC=C45)=CC(Cl)=C3)CC2)C=C1,001,CVD-0015964-001,PCM-0222064,"FC(F)(F)C1=CC=C(CN2CCN(CC2)C2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=C1 |c:25,29,34,37,40,t:4,6,16,23,27,31|",4.28,3.78,4.85,1.14,2.1
CVD-0015963,"",CC1=C(CN)C(=O)N(C2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C(C)=C1,CC1=CC(C)=C(CN)C(=O)N1C1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(Cl)=C1,001,CVD-0015963-001,PCM-0222065,"CC1=CC(C)=C(CN)C(=O)N1C1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(Cl)=C1 |c:21,25,30,33,t:1,4,12,19,23,27|",2.41,2.21,2.63,0.987,2.1
CVD-0015962,"",O=C(CC1=CC(NCC2=CC=C(Br)C=C2)=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NCC2=CC=C(Br)C=C2)=C1,001,CVD-0015962-001,PCM-0222066,"ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NCC2=CC=C(Br)C=C2)=C1 |c:10,14,19,29,31,t:1,8,12,16,24,26|",> 99.5,"","",0.294,2.3
CVD-0015962,"",O=C(CC1=CC(NCC2=CC=C(Br)C=C2)=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NCC2=CC=C(Br)C=C2)=C1,001,CVD-0015962-001,PCM-0222066,"ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NCC2=CC=C(Br)C=C2)=C1 |c:10,14,19,29,31,t:1,8,12,16,24,26|",1.43,1.32,1.54,1.01,2.1
CVD-0015961,"",COC1=CC=CC(CNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)=C1OC,COC1=CC=CC(CNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)=C1OC,001,CVD-0015961-001,PCM-0222067,"COC1=CC=CC(CNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)=C1OC |c:4,18,22,27,30,32,t:2,9,16,20,24|",2.48,2.30,2.69,0.942,2.1
CVD-0015960,"",COC1=CC(OC)=CC(CNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)=C1,COC1=CC(OC)=CC(CNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)=C1,001,CVD-0015960-001,PCM-0222068,"COC1=CC(OC)=CC(CNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)=C1 |c:6,20,24,29,32,34,t:2,11,18,22,26|",2.87,2.61,3.16,1.02,2.1
CVD-0015959,"",O=C(CC1=CC(NCC2=C(Br)C=CC=C2)=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NCC2=C(Br)C=CC=C2)=C1,001,CVD-0015959-001,PCM-0222069,"ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NCC2=C(Br)C=CC=C2)=C1 |c:10,14,19,24,27,29,31,t:1,8,12,16|",3.50,3.10,3.95,0.993,2.1
CVD-0015958,"",O=C(CC1=CC(NC2=CC=C(OC3=C(Cl)C=CC=C3)C=C2)=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NC2=CC=C(OC3=C(Cl)C=CC=C3)C=C2)=C1,001,CVD-0015958-001,PCM-0222070,"ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NC2=CC=C(OC3=C(Cl)C=CC=C3)C=C2)=C1 |c:10,14,19,28,31,33,36,38,t:1,8,12,16,23,25|",2.49,2.30,2.69,1.03,2.1
CVD-0015957,"",O=C(CC1=CC(NC2=C(Br)C=C(F)C=C2)=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,FC1=CC(Br)=C(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)C=C1,001,CVD-0015957-001,PCM-0222071,"FC1=CC(Br)=C(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)C=C1 |c:10,19,23,28,31,t:1,4,7,17,21,25|",2.04,1.84,2.25,1.06,2.1
CVD-0015956,"",COC1=C(O)C=CC(CNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)=C1,COC1=C(O)C=CC(CNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)=C1,001,CVD-0015956-001,PCM-0222072,"COC1=C(O)C=CC(CNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)=C1 |c:2,5,19,23,28,31,33,t:10,17,21,25|",1.88,1.75,2.01,1.12,2.1
CVD-0015955,"",CN(CC1=CC([N+](=O)[O-])=CC=C1)C1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(Cl)=C1,CN(CC1=CC([N+]([O-])=O)=CC=C1)C1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(Cl)=C1,001,CVD-0015955-001,PCM-0222073,"CN(CC1=CC(=CC=C1)[N+]([O-])=O)C1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(Cl)=C1 |c:5,7,22,26,31,34,t:3,13,20,24,28|",1.53,1.37,1.70,1.09,2.1
CVD-0015954,"",CN1CCN(C2CCN(C3=CC(CC(=O)NC4=CN=CC5=CC=CC=C45)=CC(Cl)=C3)CC2)CC1,CN1CCN(C2CCN(C3=CC(CC(=O)NC4=CN=CC5=CC=CC=C45)=CC(Cl)=C3)CC2)CC1,001,CVD-0015954-001,PCM-0222074,"CN1CCN(CC1)C1CCN(CC1)C1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(Cl)=C1 |c:24,28,33,36,t:15,22,26,30|",4.56,3.87,5.37,1.18,2.1
CVD-0015953,"",O=C(CC1=CC(NC2=C(Cl)C(F)=NC(F)=C2Cl)=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,FC1=NC(F)=C(Cl)C(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)=C1Cl,001,CVD-0015953-001,PCM-0222075,"FC1=NC(F)=C(Cl)C(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)=C1Cl |c:12,21,25,30,32,t:1,4,9,19,23,27|",2.16,1.85,2.53,1.05,2.1
CVD-0015952,"",O=C(CC1=CC(N2CCN(C3=NC=C(Br)C=C3)CC2)=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(N2CCN(C3=NC=C(Br)C=C3)CC2)=C1,001,CVD-0015952-001,PCM-0222076,"ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(=C1)N1CCN(CC1)C1=NC=C(Br)C=C1 |c:10,14,19,21,36,t:1,8,12,16,31,33|",3.17,2.92,3.44,0.973,2.1
CVD-0015951,"",O=C(CC1=CC(NC2=CC=C(F)N=C2Br)=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,FC1=CC=C(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)C(Br)=N1,001,CVD-0015951-001,PCM-0222077,"FC1=CC=C(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)C(Br)=N1 |c:9,18,22,27,31,t:1,3,6,16,20,24|",1.86,1.70,2.04,1.04,2.1
CVD-0015950,"",CN(C1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(Cl)=C1)C1CCN(C(=O)OC(C)(C)C)CC1,CN(C1CCN(C(=O)OC(C)(C)C)CC1)C1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(Cl)=C1,001,CVD-0015950-001,PCM-0222078,"CN(C1CCN(CC1)C(=O)OC(C)(C)C)C1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(Cl)=C1 |c:25,29,34,37,t:16,23,27,31|",2.50,2.21,2.82,1.08,2.1
CVD-0015949,"",O=C(CC1=CC(NC2=C(O)C=C(Br)C=C2)=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,OC1=C(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)C=CC(Br)=C1,001,CVD-0015949-001,PCM-0222079,"OC1=C(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)C=CC(Br)=C1 |c:1,7,16,20,25,28,31,t:4,14,18,22|",3.89,3.39,4.46,1.02,2.1
CVD-0015948,"",O=C(CC1=CC(Cl)=CC(NC2=CC=C(SC(F)(F)F)C=C2)=C1)NC1=CN=CC2=CC=CC=C12,FC(F)(F)SC1=CC=C(NC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=C1,001,CVD-0015948-001,PCM-0222080,"FC(F)(F)SC1=CC=C(NC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=C1 |c:19,23,28,31,34,t:5,7,10,17,21,25|",1.84,1.72,1.98,1.00,2.1
CVD-0015947,"",COC1=C(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)N=CC(Br)=N1,COC1=C(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)N=CC(Br)=N1,001,CVD-0015947-001,PCM-0222081,"COC1=C(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)N=CC(Br)=N1 |c:2,8,17,21,26,29,32,t:5,15,19,23|",2.05,1.91,2.20,1.00,2.1
CVD-0015946,"",O=C(CC1=CC(Cl)=CC(N2CCN(C3=CC([N+](=O)[O-])=CC=C3)CC2)=C1)NC1=CN=CC2=CC=CC=C12,[O-][N+](=O)C1=CC=CC(N2CCN(C3=CC(CC(=O)NC4=CN=CC5=CC=CC=C45)=CC(Cl)=C3)CC2)=C1,001,CVD-0015946-001,PCM-0222082,"[O-][N+](=O)C1=CC=CC(=C1)N1CCN(CC1)C1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(Cl)=C1 |c:5,7,26,30,35,38,t:3,17,24,28,32|",2.87,2.56,3.21,1.07,2.1
CVD-0015945,"",COC1=CC=CC(CCNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)=C1,COC1=CC=CC(CCNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)=C1,001,CVD-0015945-001,PCM-0222083,"COC1=CC=CC(CCNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)=C1 |c:4,19,23,28,31,33,t:2,10,17,21,25|",3.16,2.89,3.45,1.03,2.1
CVD-0015944,"",O=C(CC1=CC(Cl)=CC(NC2=CC3=C(C=C2)SC=N3)=C1)NC1=CN=CC2=CC=CC=C12,ClC1=CC(NC2=CC3=C(SC=N3)C=C2)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1,001,CVD-0015944-001,PCM-0222084,"ClC1=CC(NC2=CC3=C(SC=N3)C=C2)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1 |c:10,13,15,24,28,33,t:1,5,7,22,26,30|",2.22,1.84,2.68,1.03,2.1
CVD-0015943,"",O=C(CC1=CC(NC2=CC=CC(Br)=N2)=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NC2=CC=CC(Br)=N2)=C1,001,CVD-0015943-001,PCM-0222085,"ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NC2=CC=CC(Br)=N2)=C1 |c:10,14,19,25,28,30,t:1,8,12,16,23|",1.92,1.80,2.04,0.971,2.1
CVD-0015942,"",O=C(CC1=CC(Cl)=CC(NC2=C([N+](=O)[O-])C=C(O)C=C2)=C1)NC1=CN=CC2=CC=CC=C12,OC1=CC([N+]([O-])=O)=C(NC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=C1,001,CVD-0015942-001,PCM-0222086,"OC1=CC(=C(NC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=C1)[N+]([O-])=O |c:15,19,24,27,30,t:1,3,6,13,17,21|",5.33,4.84,5.86,1.20,2.1
CVD-0015941,"",O=C(CC1=CC(NC2=C(F)C=CC(Br)=C2)=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,FC1=C(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)C=C(Br)C=C1,001,CVD-0015941-001,PCM-0222087,"FC1=C(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)C=C(Br)C=C1 |c:1,7,16,20,25,31,t:4,14,18,22,28|",1.90,1.79,2.02,1.01,2.1
CVD-0015940,"",CN(CC1=CC=CC2=CC=CC=C12)C1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(Cl)=C1,CN(CC1=CC=CC2=CC=CC=C12)C1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(Cl)=C1,001,CVD-0015940-001,PCM-0222088,"CN(CC1=CC=CC2=CC=CC=C12)C1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(Cl)=C1 |c:5,9,24,28,33,36,t:3,7,11,15,22,26,30|",8.79,8.25,9.36,1.62,1.1
CVD-0015940,"",CN(CC1=CC=CC2=CC=CC=C12)C1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(Cl)=C1,CN(CC1=CC=CC2=CC=CC=C12)C1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(Cl)=C1,001,CVD-0015940-001,PCM-0222088,"CN(CC1=CC=CC2=CC=CC=C12)C1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(Cl)=C1 |c:5,9,24,28,33,36,t:3,7,11,15,22,26,30|",1.73,1.55,1.94,1.04,2.1
CVD-0015939,"",O=C(CC1=CC(NCC2=C(Br)C=CC(F)=C2)=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,FC1=CC(CNC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)=C(Br)C=C1,001,CVD-0015939-001,PCM-0222090,"FC1=CC(CNC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)=C(Br)C=C1 |c:9,18,22,27,32,t:1,6,16,20,24,29|",1.88,1.67,2.12,0.998,2.1
CVD-0015938,"",O=C(CC1=CC(Cl)=CC(NCC2=CC=C([N+](=O)[O-])C=C2)=C1)NC1=CN=CC2=CC=CC=C12,[O-][N+](=O)C1=CC=C(CNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=C1,001,CVD-0015938-001,PCM-0222091,"[O-][N+](=O)C1=CC=C(CNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=C1 |c:18,22,27,30,33,t:3,5,9,16,20,24|",1.82,1.70,1.95,1.02,2.1
CVD-0015937,"",O=C(CC1=CC(Cl)=CC(NC2=CC(N3CCOCC3)=CC=C2)=C1)NC1=CN=CC2=CC=CC=C12,ClC1=CC(NC2=CC(N3CCOCC3)=CC=C2)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1,001,CVD-0015937-001,PCM-0222092,"ClC1=CC(NC2=CC(=CC=C2)N2CCOCC2)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1 |c:7,9,18,27,31,36,t:1,5,25,29,33|",2.44,2.18,2.74,1.08,2.1
CVD-0015936,"",O=C(CC1=CC(NC2=CC([N+](=O)[O-])=C(Br)C=C2)=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,[O-][N+](=O)C1=C(Br)C=CC(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)=C1,001,CVD-0015936-001,PCM-0222093,"[O-][N+](=O)C1=C(Br)C=CC(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)=C1 |c:3,6,13,22,26,31,33,t:10,20,24,28|",2.06,1.87,2.28,1.05,2.1
CVD-0015935,"",COC1=C(Cl)C=CC=C1NC1=CC(Cl)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1,COC1=C(Cl)C=CC=C1NC1=CC(Cl)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1,001,CVD-0015935-001,PCM-0222094,"COC1=C(Cl)C=CC=C1NC1=CC(Cl)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1 |c:2,5,7,14,23,27,32,t:11,21,25,29|",1.68,1.49,1.90,0.986,2.1
CVD-0015934,"",O=C(CC1=CC(NC2=CN=C(Br)C=C2)=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NC2=CN=C(Br)C=C2)=C1,001,CVD-0015934-001,PCM-0222095,"ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NC2=CN=C(Br)C=C2)=C1 |c:10,14,19,28,30,t:1,8,12,16,23,25|",1.94,1.76,2.14,1.04,2.1
CVD-0015933,"",O=C(CC1=CC(Cl)=CC(NCCC2=C(C(F)(F)F)C=CC=C2)=C1)NC1=CN=CC2=CC=CC=C12,FC(F)(F)C1=C(CCNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=CC=C1,001,CVD-0015933-001,PCM-0222096,"FC(F)(F)C1=C(CCNC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)C=CC=C1 |c:4,18,22,27,30,33,35,t:9,16,20,24|",2.97,2.28,3.87,0.950,2.1
CVD-0015932,"",O=C(CC1=CC(NC2=C(Cl)C=CC=C2[N+](=O)[O-])=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,[O-][N+](=O)C1=CC=CC(Cl)=C1NC1=CC(Cl)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1,001,CVD-0015932-001,PCM-0222098,"[O-][N+](=O)C1=CC=CC(Cl)=C1NC1=CC(Cl)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1 |c:5,8,15,24,28,33,t:3,12,22,26,30|",2.37,2.08,2.69,1.15,2.1
CVD-0015931,"",COC1=CC(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)=C(Cl)C=C1,COC1=CC(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)=C(Cl)C=C1,001,CVD-0015931-001,PCM-0222099,"COC1=CC(NC2=CC(Cl)=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=C2)=C(Cl)C=C1 |c:9,18,22,27,32,t:2,6,16,20,24,29|",1.70,1.57,1.85,0.985,2.1
CVD-0015930,"",CC1=CN(C2=CC(C(F)(F)F)=CC(NC3=CC(CC(=O)NC4=CN=CC5=CC=CC=C45)=CC(Cl)=C3)=C2)C=N1,CC1=CN(C2=CC(C(F)(F)F)=CC(NC3=CC(CC(=O)NC4=CN=CC5=CC=CC=C45)=CC(Cl)=C3)=C2)C=N1,001,CVD-0015930-001,PCM-0222100,"CC1=CN(C=N1)C1=CC(=CC(NC2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)=C1)C(F)(F)F |c:4,9,22,26,31,34,36,t:1,7,13,20,24,28|",2.53,2.27,2.81,1.08,2.1
CVD-0015929,"",O=C(CC1=CC(NC2=CC(Cl)=C(OCC3=NC=CC=C3)C=C2)=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NC2=CC(Cl)=C(OCC3=NC=CC=C3)C=C2)=C1,001,CVD-0015929-001,PCM-0222102,"ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NC2=CC(Cl)=C(OCC3=NC=CC=C3)C=C2)=C1 |c:10,14,19,32,34,37,39,t:1,8,12,16,23,26,30|",2.09,1.80,2.41,1.06,2.1
CVD-0015928,"",O=C(CC1=CC(Cl)=CC(NCC2=CC=C(OC3=CC=CC=C3)C=C2)=C1)NC1=CN=CC2=CC=CC=C12,ClC1=CC(NCC2=CC=C(OC3=CC=CC=C3)C=C2)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1,001,CVD-0015928-001,PCM-0222103,"ClC1=CC(NCC2=CC=C(OC3=CC=CC=C3)C=C2)=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=C1 |c:13,15,18,20,29,33,38,t:1,6,8,11,27,31,35|",5.82,5.38,6.31,1.12,2.1
CVD-0015927,"",O=C(CC1=CC(NCC2=CC=CC(Br)=C2)=CC(Cl)=C1)NC1=CN=CC2=CC=CC=C12,ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NCC2=CC=CC(Br)=C2)=C1,001,CVD-0015927-001,PCM-0222104,"ClC1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(NCC2=CC=CC(Br)=C2)=C1 |c:10,14,19,26,29,31,t:1,8,12,16,24|",1.48,1.31,1.67,1.00,2.1
CVD-0015926,"",CCS(=O)(=O)N1CCN(C2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)CC1,CCS(=O)(=O)N1CCN(C2=CC(CC(=O)NC3=CN=CC4=CC=CC=C34)=CC(Cl)=C2)CC1,001,CVD-0015926-001,PCM-0222105,"CCS(=O)(=O)N1CCN(CC1)C1=CC(CC(=O)NC2=CN=CC3=CC=CC=C23)=CC(Cl)=C1 |c:21,25,30,33,t:12,19,23,27|",1.67,1.56,1.79,1.01,1.1
